id,label
533,0
534,0
535,0
536,1
537,1
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,1
546,0
547,1
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,1
556,0
557,0
558,1
559,0
560,0
561,0
562,0
563,1
564,0
565,0
566,0
567,0
568,0
569,1
570,0
571,0
572,1
573,0
574,1
575,0
576,0
577,0
578,0
579,0
580,1
581,0
582,1
583,1
584,1
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,1
603,0
604,1
605,0
606,0
607,0
608,0
609,1
610,0
611,0
612,1
613,1
614,1
615,0
616,0
617,0
618,0
619,1
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,1
632,0
633,1
634,1
635,1
636,0
637,0
638,0
639,0
640,0
641,0
642,1
643,0
644,1
645,0
646,0
647,0
648,0
649,1
650,0
651,1
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,1
664,1
665,0
666,1
667,1
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,1
678,0
679,0
680,0
681,0
682,1
683,0
684,0
685,1
686,1
687,0
688,1
689,0
690,1
691,0
692,1
693,0
694,1
695,0
696,0
697,1
698,0
699,0
700,0
701,0
702,1
703,1
704,0
705,0
706,0
707,0
708,0
709,0
710,1
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,1
721,0
722,0
723,0
724,1
725,0
726,0
727,0
728,1
729,1
730,1
731,0
732,1
733,1
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,1
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,1
752,1
753,0
754,1
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,1
763,0
764,0
765,0
766,0
767,0
768,1
769,0
770,0
771,0
772,0
773,1
774,0
775,0
776,0
777,0
778,1
779,1
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,1
788,1
789,0
790,0
791,0
792,0
793,0
794,1
795,1
796,1
797,1
798,0
799,0
800,0
801,0
802,1
803,1
804,0
805,0
806,1
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,1
815,0
816,1
817,0
818,0
819,0
820,0
821,1
822,0
823,0
824,0
825,1
826,1
827,0
828,0
829,0
830,1
831,1
832,1
833,0
834,0
835,0
836,1
837,1
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,1
855,0
856,0
857,0
858,1
859,0
860,0
861,0
862,0
863,0
864,1
865,0
866,0
867,0
868,1
869,0
870,0
871,0
872,1
873,0
874,1
875,1
876,0
877,0
878,1
879,1
880,1
881,0
882,0
883,0
884,0
885,0
886,1
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,1
899,0
900,0
901,1
902,1
903,0
904,0
905,1
906,0
907,1
908,1
909,0
910,1
911,0
912,1
913,1
914,0
915,0
916,1
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,1
926,0
927,0
928,0
929,0
930,1
931,0
932,0
933,0
934,1
935,0
936,0
937,0
938,0
939,0
940,0
941,1
942,1
943,1
944,1
945,0
946,1
947,1
948,1
949,0
950,0
951,0
952,1
953,0
954,0
955,0
956,0
957,0
958,0
959,1
960,1
961,0
962,1
963,0
964,1
965,1
966,0
967,0
968,0
969,1
970,0
971,1
972,0
973,1
974,1
975,0
976,0
977,0
978,0
979,0
980,1
981,0
982,0
983,0
984,1
985,0
986,1
987,0
988,0
989,0
990,1
991,0
992,1
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,1
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,1
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,1
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,1
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,1
1039,1
1040,0
1041,1
1042,1
1043,0
1044,0
1045,0
1046,0
1047,0
1048,1
1049,0
1050,0
1051,1
1052,1
1053,0
1054,0
1055,0
1056,1
1057,0
1058,0
1059,1
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,1
1073,0
1074,0
1075,0
1076,1
1077,1
1078,1
1079,0
1080,0
1081,0
1082,0
1083,0
1084,1
1085,1
1086,0
1087,0
1088,1
1089,0
1090,1
1091,0
1092,0
1093,0
1094,0
1095,0
1096,0
1097,1
1098,0
1099,1
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0
1113,1
1114,1
1115,0
1116,0
1117,0
1118,1
1119,0
1120,0
1121,0
1122,0
1123,0
1124,1
1125,0
1126,0
1127,0
1128,1
1129,0
1130,1
1131,1
1132,0
1133,1
1134,0
1135,1
1136,0
1137,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,1
1153,1
1154,0
1155,1
1156,0
1157,0
1158,0
1159,1
1160,0
1161,0
1162,0
1163,0
1164,0
1165,1
1166,0
1167,1
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,1
1177,0
1178,0
1179,0
1180,1
1181,1
1182,0
1183,0
1184,0
1185,0
1186,0
1187,1
1188,1
1189,1
1190,0
1191,0
1192,0
1193,0
1194,1
1195,0
1196,1
1197,0
1198,0
1199,0
1200,1
1201,1
1202,0
1203,1
1204,1
1205,1
1206,0
1207,0
1208,0
1209,0
1210,1
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1220,1
1221,0
1222,1
1223,0
1224,1
1225,0
1226,0
1227,0
1228,0
1229,0
1230,1
1231,0
1232,0
1233,0
1234,0
1235,0
1236,1
1237,0
1238,0
1239,0
1240,1
1241,1
1242,1
1243,1
1244,1
1245,0
1246,1
1247,0
1248,1
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0
1256,0
1257,0
1258,0
1259,0
1260,1
1261,0
1262,0
1263,1
1264,0
1265,0
1266,0
1267,0
1268,0
1269,1
1270,0
1271,0
1272,0
1273,0
1274,0
1275,1
1276,0
1277,0
1278,0
1279,1
1280,1
1281,1
1282,0
1283,0
1284,0
1285,1
1286,0
1287,0
1288,0
1289,1
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,1
1298,0
1299,1
1300,0
1301,0
1302,1
1303,0
1304,0
1305,1
1306,0
1307,0
1308,1
1309,1
1310,0
1311,1
1312,1
1313,0
1314,0
1315,0
1316,0
1317,0
1318,1
1319,0
1320,1
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,1
1334,0
1335,0
1336,0
1337,0
1338,1
1339,0
1340,1
1341,0
1342,0
1343,0
1344,0
1345,1
1346,0
1347,1
1348,0
1349,0
1350,1
1351,0
1352,0
1353,0
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,1
1361,0
1362,1
1363,0
1364,1
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,1
1373,1
1374,0
1375,0
1376,0
1377,1
1378,0
1379,0
1380,0
1381,0
1382,0
1383,0
1384,0
1385,0
1386,0
1387,1
1388,1
1389,0
1390,1
1391,1
1392,0
1393,1
1394,1
1395,0
1396,0
1397,0
1398,1
1399,0
1400,0
1401,1
1402,0
1403,1
1404,1
1405,1
1406,0
1407,0
1408,1
1409,0
1410,1
1411,0
1412,0
1413,1
1414,0
1415,0
1416,0
1417,1
1418,0
1419,1
1420,0
1421,0
1422,1
1423,0
1424,1
1425,0
1426,0
1427,0
1428,1
1429,0
1430,0
1431,0
1432,1
1433,1
1434,0
1435,1
1436,1
1437,1
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,1
1445,0
1446,0
1447,0
1448,0
1449,0
1450,1
1451,0
1452,1
1453,1
1454,0
1455,1
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,1
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1480,1
1481,0
1482,0
1483,1
1484,0
1485,0
1486,0
1487,1
1488,0
1489,0
1490,0
1491,0
1492,1
1493,1
1494,0
1495,1
1496,1
1497,0
1498,1
1499,0
1500,0
1501,1
1502,0
1503,0
1504,1
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,1
1512,1
1513,0
1514,1
1515,0
1516,0
1517,1
1518,0
1519,0
1520,1
1521,0
1522,0
1523,0
1524,0
1525,0
1526,1
1527,0
1528,1
1529,0
1530,0
1531,0
1532,0
1533,0
1534,1
1535,0
1536,0
1537,0
1538,0
1539,1
1540,0
1541,0
1542,0
1543,0
1544,0
1545,1
1546,0
1547,1
1548,0
1549,0
1550,0
1551,0
1552,0
1553,1
1554,0
1555,0
1556,0
1557,0
1558,0
1559,0
1560,0
1561,0
1562,0
1563,1
1564,1
1565,0
1566,1
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,1
1581,1
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,1
1589,1
1590,0
1591,1
1592,0
1593,0
1594,0
1595,0
1596,1
1597,1
1598,1
1599,0
1600,0
1601,0
1602,0
1603,1
1604,0
1605,0
1606,0
1607,0
1608,0
1609,1
1610,0
1611,0
1612,0
1613,0
1614,0
1615,1
1616,0
1617,0
1618,0
1619,0
1620,0
1621,1
1622,0
1623,1
1624,0
1625,0
1626,0
1627,0
1628,0
1629,0
1630,0
1631,1
1632,0
1633,1
1634,0
1635,0
1636,0
1637,0
1638,1
1639,0
1640,0
1641,0
1642,0
1643,0
1644,1
1645,0
1646,1
1647,0
1648,0
1649,0
1650,0
1651,0
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,1
1663,0
1664,0
1665,0
1666,0
1667,0
1668,1
1669,0
1670,0
1671,1
1672,1
1673,1
1674,0
1675,1
1676,0
1677,0
1678,0
1679,0
1680,0
1681,0
1682,0
1683,1
1684,1
1685,0
1686,0
1687,1
1688,0
1689,0
1690,0
1691,0
1692,1
1693,0
1694,1
1695,0
1696,0
1697,0
1698,0
1699,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,0
1711,0
1712,0
1713,0
1714,0
1715,0
1716,1
1717,0
1718,1
1719,1
1720,0
1721,1
1722,0
1723,1
1724,1
1725,0
1726,0
1727,1
1728,1
1729,1
1730,0
1731,0
1732,1
1733,0
1734,0
1735,0
1736,0
1737,0
1738,0
1739,0
1740,0
1741,0
1742,1
1743,0
1744,0
1745,0
1746,0
1747,0
1748,0
1749,0
1750,0
1751,1
1752,0
1753,1
1754,0
1755,0
1756,0
1757,0
1758,0
1759,0
1760,0
1761,0
1762,0
1763,0
1764,0
1765,1
1766,0
1767,1
1768,0
1769,1
1770,1
1771,0
1772,1
1773,1
1774,1
1775,1
1776,1
1777,0
1778,0
1779,0
1780,0
1781,0
1782,0
1783,0
1784,1
1785,0
1786,0
1787,0
1788,0
1789,0
1790,0
1791,0
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,1
1803,0
1804,0
1805,0
1806,0
1807,1
1808,0
1809,1
1810,1
1811,0
1812,0
1813,0
1814,1
1815,1
1816,0
1817,0
1818,0
1819,0
1820,0
1821,1
1822,0
1823,0
1824,0
1825,1
1826,0
1827,0
1828,0
1829,1
1830,0
1831,1
1832,0
1833,0
1834,0
1835,0
1836,0
1837,0
1838,0
1839,0
1840,0
1841,0
1842,1
1843,0
1844,0
1845,0
1846,0
1847,1
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,1
1855,0
1856,1
1857,1
1858,0
1859,0
1860,1
1861,1
1862,0
1863,0
1864,0
1865,1
1866,0
1867,0
1868,0
1869,0
1870,0
1871,1
1872,0
1873,1
1874,0
1875,1
1876,1
1877,0
1878,1
1879,0
1880,1
1881,0
1882,0
1883,0
1884,1
1885,0
1886,0
1887,0
1888,1
1889,0
1890,0
1891,0
1892,1
1893,1
1894,0
1895,1
1896,0
1897,0
1898,0
1899,0
1900,1
1901,0
1902,0
1903,0
1904,0
1905,1
1906,0
1907,0
1908,1
1909,0
1910,0
1911,0
1912,0
1913,0
1914,0
1915,0
1916,0
1917,1
1918,0
1919,0
1920,0
1921,1
1922,1
1923,0
1924,0
1925,0
1926,0
1927,0
1928,0
1929,1
1930,0
1931,0
1932,0
1933,1
1934,0
1935,0
1936,0
1937,1
1938,1
1939,0
1940,0
1941,0
1942,0
1943,1
1944,0
1945,0
1946,1
1947,1
1948,0
1949,0
1950,0
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,0
1958,0
1959,0
1960,1
1961,0
1962,0
1963,0
1964,1
1965,1
1966,1
1967,1
1968,1
1969,0
1970,0
1971,0
1972,1
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,1
1980,0
1981,0
1982,0
1983,1
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,1
1993,0
1994,1
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,1
2005,0
2006,1
2007,1
2008,0
2009,0
2010,0
2011,1
2012,0
2013,0
2014,0
2015,0
2016,0
2017,1
2018,0
2019,0
2020,1
2021,0
2022,0
2023,0
2024,0
2025,1
2026,0
2027,0
2028,0
2029,0
2030,1
2031,0
2032,0
2033,0
2034,1
2035,1
2036,0
2037,1
2038,0
2039,0
2040,1
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,0
2049,0
2050,0
2051,0
2052,0
2053,0
2054,0
2055,0
2056,1
2057,0
2058,0
2059,0
2060,0
2061,0
2062,0
2063,0
2064,0
2065,0
2066,0
2067,0
2068,0
2069,0
2070,0
2071,0
2072,1
2073,1
2074,0
2075,0
2076,0
2077,0
2078,0
2079,0
2080,1
2081,0
2082,0
2083,0
2084,0
2085,0
2086,0
2087,0
2088,0
2089,0
2090,0
2091,0
2092,1
2093,0
2094,0
2095,1
2096,0
2097,0
2098,0
2099,0
2100,1
2101,0
2102,1
2103,0
2104,1
2105,0
2106,0
2107,0
2108,1
2109,0
2110,0
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
2117,0
2118,1
2119,1
2120,1
2121,0
2122,0
2123,1
2124,0
2125,0
2126,0
2127,1
2128,0
2129,0
2130,0
2131,0
2132,0
2133,1
2134,0
2135,1
2136,0
2137,1
2138,0
2139,0
2140,0
2141,0
2142,0
2143,1
2144,0
2145,1
2146,0
2147,0
2148,0
2149,1
2150,1
2151,0
2152,0
2153,0
2154,0
2155,0
2156,0
2157,0
2158,0
2159,0
2160,0
2161,0
2162,0
2163,1
2164,1
2165,0
2166,0
2167,0
2168,0
2169,0
2170,0
2171,1
2172,0
2173,1
2174,0
2175,1
2176,0
2177,0
2178,0
2179,0
2180,0
2181,0
2182,0
2183,1
2184,0
2185,1
2186,1
2187,0
2188,0
2189,0
2190,0
2191,0
2192,1
2193,1
2194,0
2195,0
2196,1
2197,0
2198,0
2199,0
2200,1
2201,1
2202,1
2203,0
2204,0
2205,0
2206,0
2207,0
2208,0
2209,0
2210,0
2211,0
2212,0
2213,0
2214,0
2215,0
2216,1
2217,0
2218,0
2219,0
2220,1
2221,0
2222,0
2223,1
2224,0
2225,0
2226,1
2227,0
2228,0
2229,0
2230,0
2231,0
2232,0
2233,1
2234,1
2235,0
2236,0
2237,0
2238,0
2239,0
2240,0
2241,1
2242,0
2243,0
2244,1
2245,1
2246,0
2247,0
2248,0
2249,0
2250,0
2251,0
2252,0
2253,0
2254,0
2255,1
2256,1
2257,1
2258,1
2259,0
2260,1
2261,1
2262,0
2263,0
2264,1
2265,0
2266,0
2267,1
2268,0
2269,0
2270,0
2271,0
2272,0
2273,0
2274,0
2275,0
2276,0
2277,0
2278,0
2279,0
2280,0
2281,0
2282,1
2283,0
2284,0
2285,1
2286,0
2287,0
2288,0
2289,0
2290,0
2291,0
2292,1
2293,0
2294,0
2295,0
2296,0
2297,0
2298,0
2299,0
2300,1
2301,0
2302,1
2303,0
2304,0
2305,1
2306,0
2307,0
2308,0
2309,0
2310,0
2311,0
2312,0
2313,1
2314,0
2315,0
2316,0
2317,0
2318,0
2319,0
2320,1
2321,0
2322,0
2323,0
2324,0
2325,1
2326,1
2327,0
2328,1
2329,0
2330,0
2331,1
2332,0
2333,1
2334,0
2335,0
2336,1
2337,1
2338,0
2339,0
2340,0
2341,1
2342,0
2343,0
2344,0
2345,0
2346,0
2347,0
2348,0
2349,0
2350,0
2351,1
2352,0
2353,1
2354,1
2355,0
2356,0
2357,0
2358,1
2359,0
2360,0
2361,0
2362,1
2363,0
2364,1
2365,0
2366,1
2367,0
2368,1
2369,0
2370,0
2371,1
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,0
2379,0
2380,1
2381,0
2382,0
2383,0
2384,0
2385,0
2386,0
2387,1
2388,0
2389,1
2390,0
2391,0
2392,1
2393,0
2394,0
2395,0
2396,0
2397,0
2398,0
2399,0
2400,0
2401,0
2402,0
2403,1
2404,0
2405,0
2406,0
2407,0
2408,0
2409,0
2410,1
2411,0
2412,0
2413,0
2414,1
2415,1
2416,1
2417,0
2418,0
2419,0
2420,0
2421,0
2422,0
2423,0
2424,1
2425,0
2426,1
2427,1
2428,0
2429,0
2430,0
2431,1
2432,1
2433,0
2434,1
2435,0
2436,0
2437,0
2438,1
2439,1
2440,0
2441,0
2442,0
2443,0
2444,0
2445,0
2446,1
2447,0
2448,0
2449,0
2450,0
2451,0
2452,0
2453,1
2454,0
2455,0
2456,1
2457,0
2458,0
2459,0
2460,1
2461,0
2462,0
2463,0
2464,0
2465,1
2466,0
2467,0
2468,0
2469,1
2470,0
2471,0
2472,0
2473,0
2474,0
2475,0
2476,0
2477,1
2478,0
2479,0
2480,0
2481,1
2482,0
2483,1
2484,1
2485,1
2486,1
2487,0
2488,0
2489,1
2490,0
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,1
2498,0
2499,0
2500,1
2501,0
2502,0
2503,0
2504,1
2505,1
2506,0
2507,0
2508,0
2509,1
2510,0
2511,0
2512,0
2513,0
2514,1
2515,0
2516,0
2517,0
2518,1
2519,0
2520,0
2521,0
2522,1
2523,0
2524,1
2525,0
2526,0
2527,0
2528,1
2529,0
2530,0
2531,0
2532,0
2533,0
2534,0
2535,0
2536,0
2537,0
2538,0
2539,1
2540,1
2541,0
2542,0
2543,0
2544,0
2545,0
2546,1
2547,1
2548,0
2549,1
2550,1
2551,0
2552,0
2553,0
2554,1
2555,0
2556,0
2557,0
2558,0
2559,0
2560,0
2561,1
2562,0
2563,0
2564,1
2565,1
2566,0
2567,0
2568,0
2569,1
2570,0
2571,0
2572,0
2573,0
2574,1
2575,0
2576,1
2577,0
2578,1
2579,0
2580,0
2581,0
2582,0
2583,1
2584,0
2585,0
2586,0
2587,1
2588,0
2589,0
2590,0
2591,0
2592,1
2593,0
2594,0
2595,1
2596,1
2597,1
2598,0
2599,0
2600,1
2601,0
2602,0
2603,0
2604,1
2605,1
2606,0
2607,0
2608,0
2609,0
2610,1
2611,0
2612,0
2613,0
2614,0
2615,0
2616,0
2617,0
2618,0
2619,0
2620,0
2621,0
2622,1
2623,0
2624,1
2625,0
2626,0
2627,1
2628,0
2629,0
2630,0
2631,0
2632,0
2633,0
2634,0
2635,0
2636,0
2637,1
2638,1
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,0
2646,0
2647,1
2648,0
2649,0
2650,0
2651,0
2652,0
2653,0
2654,1
2655,0
2656,0
2657,1
2658,0
2659,0
2660,1
2661,0
2662,0
2663,0
2664,1
2665,1
2666,0
2667,1
2668,1
2669,0
2670,1
2671,1
2672,0
2673,0
2674,0
2675,1
2676,0
2677,0
2678,1
2679,0
2680,0
2681,0
2682,0
2683,1
2684,0
2685,0
2686,1
2687,1
2688,1
2689,0
2690,0
2691,0
2692,0
2693,1
2694,0
2695,1
2696,0
2697,0
2698,0
2699,0
2700,0
2701,0
2702,0
2703,0
2704,0
2705,0
2706,0
2707,0
2708,0
2709,0
2710,1
2711,0
2712,0
2713,0
2714,0
2715,0
2716,1
2717,0
2718,0
2719,0
2720,0
2721,0
2722,0
2723,0
2724,0
2725,1
2726,0
2727,0
2728,1
2729,0
2730,0
2731,0
2732,0
2733,0
2734,0
2735,0
2736,1
2737,0
2738,0
2739,0
2740,0
2741,1
2742,0
2743,0
2744,1
2745,1
2746,0
2747,0
2748,0
2749,0
2750,1
2751,0
2752,0
2753,0
2754,0
2755,1
2756,0
2757,1
2758,0
2759,1
2760,1
2761,1
2762,0
2763,0
2764,0
2765,0
2766,1
2767,1
2768,0
2769,0
2770,0
2771,0
2772,0
2773,0
2774,0
2775,0
2776,0
2777,0
2778,0
2779,0
2780,0
2781,0
2782,0
2783,0
2784,0
2785,1
2786,1
2787,0
2788,0
2789,0
2790,0
2791,0
2792,1
2793,1
2794,0
2795,0
2796,0
2797,0
2798,0
2799,0
2800,1
2801,1
2802,0
2803,0
2804,0
2805,0
2806,0
2807,0
2808,0
2809,0
2810,0
2811,1
2812,0
2813,1
2814,0
2815,0
2816,0
2817,0
2818,0
2819,0
2820,0
2821,0
2822,0
2823,0
2824,0
2825,1
2826,0
2827,1
2828,1
2829,0
2830,1
2831,0
2832,1
2833,0
2834,1
2835,0
2836,1
2837,1
2838,0
2839,0
2840,0
2841,1
2842,1
2843,0
2844,0
2845,0
2846,0
2847,0
2848,0
2849,0
2850,1
2851,0
2852,1
2853,0
2854,1
2855,0
2856,0
2857,0
2858,1
2859,1
2860,0
2861,0
2862,0
2863,1
2864,0
2865,0
2866,0
2867,0
2868,1
2869,1
2870,0
2871,0
2872,0
2873,0
2874,0
2875,0
2876,1
2877,0
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,1
2885,0
2886,0
2887,0
2888,0
2889,0
2890,0
2891,0
2892,0
2893,0
2894,1
2895,1
2896,0
2897,0
2898,0
2899,0
2900,0
2901,0
2902,0
2903,0
2904,0
2905,1
2906,0
2907,0
2908,1
2909,1
2910,0
2911,0
2912,0
2913,0
2914,1
2915,1
2916,0
2917,1
2918,0
2919,0
2920,0
2921,0
2922,1
2923,0
2924,0
2925,0
2926,1
2927,1
2928,0
2929,0
2930,0
2931,0
2932,1
2933,0
2934,0
2935,1
2936,0
2937,0
2938,0
2939,0
2940,1
2941,0
2942,0
2943,1
2944,0
2945,0
2946,0
2947,1
2948,0
2949,0
2950,1
2951,0
2952,0
2953,0
2954,1
2955,1
2956,0
2957,1
2958,1
2959,1
2960,0
2961,0
2962,1
2963,1
2964,0
2965,0
2966,1
2967,0
2968,1
2969,0
2970,1
2971,0
2972,0
2973,1
2974,1
2975,0
2976,0
2977,1
2978,0
2979,0
2980,0
2981,0
2982,0
2983,0
2984,0
2985,1
2986,0
2987,0
2988,1
2989,0
2990,0
2991,0
2992,0
2993,0
2994,0
2995,0
2996,0
2997,0
